id;x;y
28252024;4592853.003637927;5825167.918354653
28252024;4592853.003637927;5825167.918354653
28252023;4592842.877786052;5825154.814399909
1824842180;4591295.303524586;5825093.315727132
27177977;4591383.891793639;5825197.138638423
26871463;4594329.678739914;5822354.744758383
4363312288;4594287.472978581;5822369.838922703
1866801592;4594828.8200490475;5823296.427725945
26871823;4594888.618453871;5823192.062516245
26871823;4594888.618453871;5823192.062516245
1866801592;4594828.8200490475;5823296.427725945
26866513;4591776.622446003;5819728.213085105
26868548;4591786.378065056;5819747.7298638765
25664274;4593661.929124865;5820322.477266829
26869277;4593654.195215677;5820315.9737958
26703058;4592189.09745884;5821979.320214079
26703055;4592209.470613732;5822024.171354911
26869277;4593654.195215677;5820315.9737958
25664274;4593661.929124865;5820322.477266829
26746043;4593608.385851274;5820390.990186429
26869276;4593601.371418985;5820385.224041912
26869276;4593601.371418985;5820385.224041912
26746043;4593608.385851274;5820390.990186429
315499144;4589236.040330464;5822702.6876522675
26682554;4589300.627832794;5822728.140204825
26682554;4589300.627832794;5822728.140204825
315499144;4589236.040330464;5822702.6876522675
28246383;4589396.116472747;5822325.101227171
28246381;4589588.009926651;5822276.646622188
28246381;4589588.009926651;5822276.646622188
28246383;4589396.116472747;5822325.101227171
307389137;4590678.087075072;5823052.284713704
1846908923;4590644.426911456;5822778.489564238
1846908923;4590644.426911456;5822778.489564238
307389137;4590678.087075072;5823052.284713704
1846908923;4590644.426911456;5822778.489564238
26756999;4590617.542185114;5822574.92194638
26756999;4590617.542185114;5822574.92194638
1846908923;4590644.426911456;5822778.489564238
26756999;4590617.542185114;5822574.92194638
26757044;4590591.619311601;5822378.6741908835
26757044;4590591.619311601;5822378.6741908835
26756999;4590617.542185114;5822574.92194638
26984409;4590403.543470523;5822391.241052466
380847410;4590382.0127082765;5822225.774447719
380847410;4590382.0127082765;5822225.774447719
26984409;4590403.543470523;5822391.241052466
380847410;4590382.0127082765;5822225.774447719
1929624605;4590356.470468779;5822024.070183693
1929624605;4590356.470468779;5822024.070183693
380847410;4590382.0127082765;5822225.774447719
26984411;4590738.144127123;5822348.41515303
26784368;4590720.298593701;5822208.549035645
26784368;4590720.298593701;5822208.549035645
26984411;4590738.144127123;5822348.41515303
26784368;4590720.298593701;5822208.549035645
26784370;4590703.390252881;5822128.773321146
26784370;4590703.390252881;5822128.773321146
26784368;4590720.298593701;5822208.549035645
26726576;4590819.832608928;5823060.208002607
26726586;4590777.944520415;5822760.49138072
26726586;4590777.944520415;5822760.49138072
26726576;4590819.832608928;5823060.208002607
26726586;4590777.944520415;5822760.49138072
1960361109;4590759.0389585085;5822556.335997326
1960361109;4590759.0389585085;5822556.335997326
26726586;4590777.944520415;5822760.49138072
26882221;4589458.960980418;5822779.134867735
26682566;4589487.836808507;5822557.603968179
26682566;4589487.836808507;5822557.603968179
26882221;4589458.960980418;5822779.134867735
26882222;4589614.309418038;5822829.4791048635
26745921;4589649.706191236;5822516.061488484
26745921;4589649.706191236;5822516.061488484
26882222;4589614.309418038;5822829.4791048635
26726601;4590994.488703189;5822525.405925253
26756809;4590991.186274398;5822419.534969372
26756809;4590991.186274398;5822419.534969372
26726601;4590994.488703189;5822525.405925253
26756809;4590991.186274398;5822419.534969372
26732947;4590989.223824077;5822326.311267922
26732947;4590989.223824077;5822326.311267922
26756809;4590991.186274398;5822419.534969372
26756810;4590901.117807991;5822431.398768178
26756809;4590991.186274398;5822419.534969372
26756809;4590991.186274398;5822419.534969372
26756810;4590901.117807991;5822431.398768178
26757043;4590421.444134544;5822600.6742748255
29927304;4590441.804418369;5822598.000119703
29927304;4590441.804418369;5822598.000119703
26757043;4590421.444134544;5822600.6742748255
26726579;4590993.281945259;5823157.781858766
26726575;4590980.515874239;5823039.613585467
26726575;4590980.515874239;5823039.613585467
26726579;4590993.281945259;5823157.781858766
21441732;4593511.931266739;5825406.061267285
28300055;4593514.225055772;5825424.860896173
26726580;4591124.253930828;5823187.152378028
26726574;4591125.710486283;5822976.327825066
26726574;4591125.710486283;5822976.327825066
26726580;4591124.253930828;5823187.152378028
26726574;4591125.710486283;5822976.327825066
26726598;4591130.770715581;5822712.9659955995
26726598;4591130.770715581;5822712.9659955995
26726574;4591125.710486283;5822976.327825066
26726598;4591130.770715581;5822712.9659955995
26726599;4591135.005423508;5822512.611717611
26726599;4591135.005423508;5822512.611717611
26726598;4591130.770715581;5822712.9659955995
26726599;4591135.005423508;5822512.611717611
29708489;4591137.775470452;5822376.05447044
29708489;4591137.775470452;5822376.05447044
26726599;4591135.005423508;5822512.611717611
26756875;4590002.11330817;5822956.13039927
1918759971;4590007.638223311;5822789.103373465
1918759971;4590007.638223311;5822789.103373465
26756875;4590002.11330817;5822956.13039927
1918759971;4590007.638223311;5822789.103373465
26756923;4590016.601713327;5822457.036924622
26756923;4590016.601713327;5822457.036924622
1918759971;4590007.638223311;5822789.103373465
2407839894;4593327.710252446;5822509.262525551
423099520;4593358.3224477535;5822524.850120098
26984894;4590653.790595173;5822104.469955397
28248046;4590795.6726960195;5822151.585830164
26881614;4590502.314841024;5822059.084499005
29831561;4590481.674446631;5821852.071587926
29831561;4590481.674446631;5821852.071587926
26881614;4590502.314841024;5822059.084499005
26726698;4590895.363478772;5822212.716173687
28248045;4590897.151472807;5822195.741443686
28248045;4590897.151472807;5822195.741443686
26726698;4590895.363478772;5822212.716173687
28300063;4593503.827848693;5825438.52049545
28300064;4593501.030000988;5825420.1787507655
28249800;4591222.508423512;5822068.783405093
26703851;4591209.763798553;5822071.406869385
26726696;4591042.436700297;5821923.027855259
26726686;4591024.961209612;5822048.414814173
26726686;4591024.961209612;5822048.414814173
26726696;4591042.436700297;5821923.027855259
26726686;4591024.961209612;5822048.414814173
28248044;4591001.9952132795;5822240.295612065
28248044;4591001.9952132795;5822240.295612065
26726686;4591024.961209612;5822048.414814173
59885097;4593470.5014597755;5825398.357841204
21441732;4593511.931266739;5825406.061267285
28300064;4593501.030000988;5825420.1787507655
59885097;4593470.5014597755;5825398.357841204
1275468905;4596054.407176832;5822064.570262955
3096724668;4596109.475246415;5822024.152686503
20246257;4594398.029478322;5821187.679344337
2264199819;4594381.199106278;5821324.011065891
2264199819;4594381.199106278;5821324.011065891
20246257;4594398.029478322;5821187.679344337
985912999;4593012.82585068;5820074.683085124
2020514544;4593015.360207739;5820067.829974617
26869274;4593564.728582697;5820497.804672005
423090019;4593502.752678907;5820489.420940835
4818429490;4591065.294865276;5821489.984983158
4818429501;4591150.588313293;5821662.127576749
51354576;4593509.912760262;5825476.9386492465
28300063;4593503.827848693;5825438.52049545
28300055;4593514.225055772;5825424.860896173
51354576;4593509.912760262;5825476.9386492465
3096724668;4596109.475246415;5822024.152686503
667465428;4596151.488957173;5821993.3641008055
285864899;4593329.937378412;5822034.323691545
152692699;4593343.829085001;5822030.01337507
152692699;4593343.829085001;5822030.01337507
285864899;4593329.937378412;5822034.323691545
26700887;4593932.208394206;5821475.374557117
1663267108;4593919.452568004;5821570.211254156
26747882;4593786.320321512;5821632.28920306
288070957;4593763.145492531;5821804.142678499
288070957;4593763.145492531;5821804.142678499
26747882;4593786.320321512;5821632.28920306
30840945;4590322.786702387;5823747.063420199
4627069112;4590302.791207418;5823735.363658032
26861434;4593797.726456254;5821538.65082016
1663267108;4593919.452568004;5821570.211254156
1663267108;4593919.452568004;5821570.211254156
26934085;4594127.560089448;5821677.8100226065
26701392;4591348.407203205;5821504.75753056
282657710;4591476.217864606;5821523.18013941
30840945;4590322.786702387;5823747.063420199
4627069113;4590301.394530013;5823737.8646069905
25662562;4594172.654154241;5821329.506918481
2959830775;4594160.746354302;5821427.309127914
2959830775;4594160.746354302;5821427.309127914
25662562;4594172.654154241;5821329.506918481
25664673;4594484.697498172;5821552.064906888
25664657;4594493.428443416;5821467.926626612
25664657;4594493.428443416;5821467.926626612
25664841;4594506.657975204;5821370.23954517
446291322;4593445.024696485;5821835.924837874
1988628861;4593455.057874265;5821842.43849946
1988628861;4593455.057874265;5821842.43849946
446291322;4593445.024696485;5821835.924837874
21669023;4593746.295244841;5821947.833330613
26747880;4593757.748266693;5821848.4855435835
26747880;4593757.748266693;5821848.4855435835
21669023;4593746.295244841;5821947.833330613
26747880;4593757.748266693;5821848.4855435835
2055906279;4593759.997513052;5821829.928656963
2055906279;4593759.997513052;5821829.928656963
26747880;4593757.748266693;5821848.4855435835
152692699;4593343.829085001;5822030.01337507
4351377010;4593499.579864706;5821926.335764489
4351377010;4593499.579864706;5821926.335764489
152692699;4593343.829085001;5822030.01337507
1769589073;4594305.1287642205;5821951.094702279
1447185655;4594266.371277446;5821912.392380583
1447185655;4594266.371277446;5821912.392380583
1769589073;4594305.1287642205;5821951.094702279
2959830776;4594150.6175799025;5821503.562476227
25664680;4594358.016640982;5821528.2868878115
25664680;4594358.016640982;5821528.2868878115
2959830776;4594150.6175799025;5821503.562476227
26754340;4592787.106389187;5822239.480007592
26703741;4592801.386469608;5822227.506315515
26703741;4592801.386469608;5822227.506315515
26754340;4592787.106389187;5822239.480007592
26859119;4592996.257907793;5821937.78774109
26859127;4592975.533719726;5821925.039267654
26859127;4592975.533719726;5821925.039267654
2442349449;4592958.364776961;5821903.4646743685
2442349449;4592958.364776961;5821903.4646743685
3868543773;4592955.225895585;5821896.414916066
2995472420;4592256.065998083;5824624.38684758
28252568;4592240.702685237;5824638.100216472
4403506625;4592428.712997268;5822040.678031806
31258106;4592379.535310878;5822020.283021003
28301013;4593806.946622204;5825693.554254106
95766636;4593869.847091281;5825864.3196087675
95766636;4593869.847091281;5825864.3196087675
28301013;4593806.946622204;5825693.554254106
1696108593;4591907.300091058;5821593.118941471
26822442;4591938.110748796;5821762.663341141
26822442;4591938.110748796;5821762.663341141
1696108593;4591907.300091058;5821593.118941471
26822442;4591938.110748796;5821762.663341141
26735154;4591996.801821439;5822064.6878548935
26735154;4591996.801821439;5822064.6878548935
26822442;4591938.110748796;5821762.663341141
26702059;4591805.321514263;5821646.472980753
26822441;4591828.554385807;5821782.504354668
26822441;4591828.554385807;5821782.504354668
26702059;4591805.321514263;5821646.472980753
26822441;4591828.554385807;5821782.504354668
26735152;4591887.534943821;5822085.000297142
26735152;4591887.534943821;5822085.000297142
26822441;4591828.554385807;5821782.504354668
26982911;4591253.466858435;5822307.659782082
28248870;4591267.34124984;5822305.947951909
1832331491;4592201.301093049;5822170.455825804
4181885114;4592205.4476078525;5822102.690973377
259036974;4593042.6510658255;5823467.417744631
660936117;4592968.315206811;5823408.058796773
660936117;4592968.315206811;5823408.058796773
259036974;4593042.6510658255;5823467.417744631
27197168;4590518.6428815825;5826160.583191349
30301214;4590533.583187941;5826147.21303376
4177002226;4592817.5749972565;5825261.915850711
28252682;4592782.144307876;5825369.337524649
28252682;4592782.144307876;5825369.337524649
3221940598;4592760.489844402;5825489.542771694
3221940598;4592760.489844402;5825489.542771694
256045560;4592754.054351645;5825541.669777303
28254757;4592723.562461114;5825772.138445887
28253205;4592710.215480969;5825873.656455337
30301214;4590533.583187941;5826147.21303376
530225;4590795.681808149;5825912.553001267
530225;4590795.681808149;5825912.553001267
602926406;4590807.409143087;5825902.051474825
602926406;4590807.409143087;5825902.051474825
27177936;4591132.695688108;5825610.867467757
27177936;4591132.695688108;5825610.867467757
27177934;4591232.5572120305;5825521.47609309
27177934;4591232.5572120305;5825521.47609309
27177929;4591335.327064508;5825429.491754448
1889488448;4591767.132804757;5824106.886058501
1889488449;4591761.1529956395;5824120.342617219
1889488449;4591761.1529956395;5824120.342617219
26755435;4591755.582362489;5824134.419046909
27177925;4591804.517628893;5825028.325110613
409801911;4591766.401718378;5825062.561818603
26983598;4592318.608291448;5822331.3349735355
26983616;4592386.233773044;5822200.529719749
26983616;4592386.233773044;5822200.529719749
26983598;4592318.608291448;5822331.3349735355
26983616;4592386.233773044;5822200.529719749
26982574;4592460.317499862;5822057.224672506
26982574;4592460.317499862;5822057.224672506
26983616;4592386.233773044;5822200.529719749
2407107650;4592225.239575519;5822115.60784352
26983616;4592386.233773044;5822200.529719749
26983616;4592386.233773044;5822200.529719749
2407107650;4592225.239575519;5822115.60784352
26983616;4592386.233773044;5822200.529719749
26983621;4592528.603057757;5822275.599616102
26983621;4592528.603057757;5822275.599616102
26983616;4592386.233773044;5822200.529719749
26725689;4592160.444930972;5822245.8784949975
26983598;4592318.608291448;5822331.3349735355
26983598;4592318.608291448;5822331.3349735355
26725689;4592160.444930972;5822245.8784949975
26983598;4592318.608291448;5822331.3349735355
26983608;4592459.695523497;5822406.913103349
26983608;4592459.695523497;5822406.913103349
26983598;4592318.608291448;5822331.3349735355
26983608;4592459.695523497;5822406.913103349
26724673;4592640.498247539;5822503.381837487
26724673;4592640.498247539;5822503.381837487
26983608;4592459.695523497;5822406.913103349
26983608;4592459.695523497;5822406.913103349
26983621;4592528.603057757;5822275.599616102
26983621;4592528.603057757;5822275.599616102
26983608;4592459.695523497;5822406.913103349
26983621;4592528.603057757;5822275.599616102
26982632;4592603.9380909875;5822133.433345115
26982632;4592603.9380909875;5822133.433345115
26983621;4592528.603057757;5822275.599616102
26984400;4590273.916220747;5822409.510553201
26984409;4590403.543470523;5822391.241052466
26732947;4590989.223824077;5822326.311267922
26984439;4590987.987247009;5822316.125869857
26984439;4590987.987247009;5822316.125869857
26732947;4590989.223824077;5822326.311267922
4393655436;4596736.351350279;5820902.737466084
3411530651;4596703.980701953;5820841.289276251
3411530651;4596703.980701953;5820841.289276251
4393655436;4596736.351350279;5820902.737466084
271643952;4591923.203270594;5820022.218385457
26704701;4591924.179036195;5820056.408367366
26866793;4591895.46625998;5820051.484795406
26822972;4591920.225113395;5820007.892831258
26726579;4590993.281945259;5823157.781858766
623872889;4591114.2702745125;5823185.274836826
623872889;4591114.2702745125;5823185.274836826
26726579;4590993.281945259;5823157.781858766
26726582;4590255.772940846;5823041.1266200915
26882245;4590241.222352557;5823033.99094644
26881975;4590246.698179039;5823222.057434765
26881973;4590244.143528811;5823236.9367759265
26881973;4590244.143528811;5823236.9367759265
26881976;4590122.919377405;5823495.934074401
26881976;4590122.919377405;5823495.934074401
251105107;4590118.2639670605;5823513.24586652
26682554;4589300.627832794;5822728.140204825
26682565;4589319.587009983;5822646.20742089
26682565;4589319.587009983;5822646.20742089
26682554;4589300.627832794;5822728.140204825
26682554;4589300.627832794;5822728.140204825
26882221;4589458.960980418;5822779.134867735
26882221;4589458.960980418;5822779.134867735
26682554;4589300.627832794;5822728.140204825
26882221;4589458.960980418;5822779.134867735
26882222;4589614.309418038;5822829.4791048635
26882222;4589614.309418038;5822829.4791048635
26882221;4589458.960980418;5822779.134867735
26989069;4590891.483388867;5821417.904487034
26989286;4590829.652373527;5821343.529114072
26989286;4590829.652373527;5821343.529114072
26989069;4590891.483388867;5821417.904487034
26989286;4590829.652373527;5821343.529114072
26703870;4590899.093900325;5821162.31545992
26703870;4590899.093900325;5821162.31545992
26989286;4590829.652373527;5821343.529114072
1781654676;4590753.045007806;5821257.716880447
527099931;4590811.330921506;5821043.337331045
527099931;4590811.330921506;5821043.337331045
1781654676;4590753.045007806;5821257.716880447
527099931;4590811.330921506;5821043.337331045
26703883;4590819.786638725;5821019.42916999
26703883;4590819.786638725;5821019.42916999
527099931;4590811.330921506;5821043.337331045
2951743168;4591996.377132348;5826157.632128663
29187942;4592109.572364957;5826191.662052734
2951743165;4591985.2250999715;5826154.372680212
2951743168;4591996.377132348;5826157.632128663
3431692265;4593937.975486898;5822943.622347899
26752247;4593900.271296188;5822916.129585892
26752247;4593900.271296188;5822916.129585892
3431692265;4593937.975486898;5822943.622347899
5181544700;4590895.224308496;5821579.80458589
26989119;4590831.108468406;5821485.941248318
26989119;4590831.108468406;5821485.941248318
5181544700;4590895.224308496;5821579.80458589
26989119;4590831.108468406;5821485.941248318
26989120;4590772.476336661;5821404.925116087
26989120;4590772.476336661;5821404.925116087
26989119;4590831.108468406;5821485.941248318
26784369;4590795.4194600005;5822168.555622359
28248046;4590795.6726960195;5822151.585830164
28248046;4590795.6726960195;5822151.585830164
26784369;4590795.4194600005;5822168.555622359
26736367;4589419.477049365;5822222.735153096
26990444;4589494.879457105;5821879.225911686
26990444;4589494.879457105;5821879.225911686
26736367;4589419.477049365;5822222.735153096
3096733115;4596504.171050747;5822363.717377902
21432798;4596466.131600865;5822312.310443071
1769645437;4594672.489721257;5822344.257122567
672892368;4594659.072615736;5822293.384985886
672892368;4594659.072615736;5822293.384985886
1769645437;4594672.489721257;5822344.257122567
26726693;4590971.637449913;5821829.706143755
26726696;4591042.436700297;5821923.027855259
26726696;4591042.436700297;5821923.027855259
26726693;4590971.637449913;5821829.706143755
26726696;4591042.436700297;5821923.027855259
391509574;4591157.433992401;5821969.476800638
391509574;4591157.433992401;5821969.476800638
26726696;4591042.436700297;5821923.027855259
26725516;4591945.658972783;5822901.294460556
26725536;4591845.597205607;5823091.348069606
26725536;4591845.597205607;5823091.348069606
26725516;4591945.658972783;5822901.294460556
26724628;4591778.430911534;5822813.397979712
26725513;4591839.635862459;5822845.143422244
26725513;4591839.635862459;5822845.143422244
26724628;4591778.430911534;5822813.397979712
21487171;4591719.8713177545;5821069.719982156
21487169;4591686.7013604455;5821027.837584527
2121324871;4595973.728021569;5821625.813739521
3182160756;4595894.225301238;5821562.480110408
416010794;4592789.696711236;5822128.108303585
416010795;4592823.947224359;5822155.415403378
416010793;4592635.954775838;5821975.066371552
416010794;4592789.696711236;5822128.108303585
26703656;4591848.33711976;5820457.278581408
617475605;4591855.248814639;5820410.246624774
26703654;4591858.794783102;5820475.473024954
1337991290;4591855.880579069;5820486.7496465845
26754358;4593120.9987307815;5822393.931870166
2407843631;4593131.026416669;5822287.43206073
2407843631;4593131.026416669;5822287.43206073
26754358;4593120.9987307815;5822393.931870166
26873454;4593561.282169198;5821227.975185422
3463621768;4593574.191318905;5821229.735348775
26703925;4591255.680982225;5822319.27708016
3961281947;4591164.2853812175;5822321.683587563
26754222;4592917.304989736;5822360.646931109
27000363;4593007.856762731;5822042.149007757
26870721;4593286.593457838;5820108.677943612
836417493;4593218.4637965225;5820597.433366669
4073216546;4595834.400847088;5822011.698738118
270718978;4595872.035839913;5822051.260140667
4073216545;4593545.292488282;5821406.177603161
1348697004;4593565.522274496;5821406.452317424
1348697004;4593565.522274496;5821406.452317424
4073216545;4593545.292488282;5821406.177603161
268854891;4593339.221753431;5819839.720476224
26746764;4593351.765303568;5819816.272536322
673867857;4594241.948434475;5823146.322718503
673868193;4594260.974824358;5823159.033035535
673876053;4594458.745818758;5823370.3693318665
1837885687;4594429.348454858;5823393.623186979
1837885687;4594429.348454858;5823393.623186979
673876053;4594458.745818758;5823370.3693318665
3087286154;4591744.49712951;5820942.16476254
2161755768;4591764.050679887;5820920.602865133
29189246;4593701.664123569;5826153.065892124
29488915;4593894.647680296;5826069.584947544
29488915;4593894.647680296;5826069.584947544
29189246;4593701.664123569;5826153.065892124
29488915;4593894.647680296;5826069.584947544
95765521;4593906.753763158;5826064.440842657
95765521;4593906.753763158;5826064.440842657
29488915;4593894.647680296;5826069.584947544
1791264884;4595355.6782143125;5822212.173172464
27411228;4595551.543494587;5822244.861691198
30731464;4595150.216903;5821949.014871728
611334710;4595196.32999644;5821775.007159487
611334710;4595196.32999644;5821775.007159487
30731464;4595150.216903;5821949.014871728
27411994;4595726.915586926;5822022.08763522
1630500695;4595784.0632834425;5821987.350579524
1630500695;4595784.0632834425;5821987.350579524
27411994;4595726.915586926;5822022.08763522
281157439;4593589.509337127;5820818.515510369
1333672016;4593554.488711492;5820803.510567286
21487184;4595793.234549129;5821995.766847098
1630500695;4595784.0632834425;5821987.350579524
196741367;4595780.566620956;5822149.963977307
29221514;4595777.6691454435;5822142.237997882
29221514;4595777.6691454435;5822142.237997882
196741367;4595780.566620956;5822149.963977307
26704108;4591168.547347763;5819963.2322383225
26787971;4591166.849227372;5819948.61933793
1986691805;4596189.461141288;5821864.764848089
735967920;4596157.860130865;5821814.6334200995
32522847;4590812.576174048;5821002.131950827
527099793;4590820.2785870535;5820998.36769763
527099793;4590820.2785870535;5820998.36769763
32522847;4590812.576174048;5821002.131950827
29686212;4590525.324391221;5826169.0326283015
27197168;4590518.6428815825;5826160.583191349
29686278;4590464.591045241;5826066.296303151
29686267;4590356.568279749;5825929.228467045
29686267;4590356.568279749;5825929.228467045
29686278;4590464.591045241;5826066.296303151
27197196;4590668.371605567;5825757.8453956265
21441724;4590602.947443169;5825766.941420688
21441724;4590602.947443169;5825766.941420688
27197196;4590668.371605567;5825757.8453956265
29686266;4590345.057358932;5825910.783704147
2969116651;4590542.851597854;5825729.676651754
29686270;4590572.753782337;5825732.723042002
1827953755;4590566.038214079;5825738.921140736
719762152;4590267.130929306;5825725.743077835
615919349;4590270.285003171;5825815.549187049
615919349;4590270.285003171;5825815.549187049
719762152;4590267.130929306;5825725.743077835
29686288;4590555.900632295;5825906.286449662
29686289;4590571.386225537;5825910.42418793
29686289;4590571.386225537;5825910.42418793
29686288;4590555.900632295;5825906.286449662
172558;4590801.698444579;5825920.634297274
530225;4590795.681808149;5825912.553001267
29686277;4590418.136949876;5826008.9935286185
29686284;4590496.30676594;5825935.52722666
29686284;4590496.30676594;5825935.52722666
29686277;4590418.136949876;5826008.9935286185
1837885734;4594638.933683108;5823618.619170981
1837885700;4594543.336630197;5823516.871943295
1837885700;4594543.336630197;5823516.871943295
1837885734;4594638.933683108;5823618.619170981
1837885858;4595127.698480684;5823860.291558673
1837885853;4595109.826961345;5823851.273405029
1837885853;4595109.826961345;5823851.273405029
1837885858;4595127.698480684;5823860.291558673
1837885853;4595109.826961345;5823851.273405029
4363544529;4595094.5647240775;5823843.842063958
4363544529;4595094.5647240775;5823843.842063958
1837885853;4595109.826961345;5823851.273405029
26787971;4591166.849227372;5819948.61933793
26787967;4591178.030025193;5819943.818297583
4363544529;4595094.5647240775;5823843.842063958
1837885819;4595024.506639734;5823810.035407397
1837885819;4595024.506639734;5823810.035407397
4363544529;4595094.5647240775;5823843.842063958
1837885819;4595024.506639734;5823810.035407397
1837885812;4594953.117639205;5823775.513858454
1837885812;4594953.117639205;5823775.513858454
1837885819;4595024.506639734;5823810.035407397
1837885812;4594953.117639205;5823775.513858454
1837885781;4594827.878857575;5823715.02819763
1837885781;4594827.878857575;5823715.02819763
1837885812;4594953.117639205;5823775.513858454
3740689830;4594208.581566492;5823122.183427753
673867857;4594241.948434475;5823146.322718503
273511818;4592877.921087323;5819834.726720548
3948376440;4592863.090832275;5819806.151185454
3948376440;4592863.090832275;5819806.151185454
273511818;4592877.921087323;5819834.726720548
30840951;4590310.400291592;5823719.475557187
16541586;4590356.422399973;5823745.579932587
273511818;4592877.921087323;5819834.726720548
26765675;4592942.921979702;5819928.778554466
26765675;4592942.921979702;5819928.778554466
26765674;4593002.3793388475;5820029.204421314
26765674;4593002.3793388475;5820029.204421314
388575367;4593005.461480329;5820037.522003243
26704108;4591168.547347763;5819963.2322383225
1321352937;4591151.055404484;5819970.298006264
1321352937;4591151.055404484;5819970.298006264
1643364376;4590930.911623455;5819953.356035153
26756717;4590784.693079519;5824070.73741753
26756749;4590762.1823626505;5824096.388716983
26756749;4590762.1823626505;5824096.388716983
