id,acc
19955,1
50767,1
50766,1
47161,3
74738,3
73406,1
110444,1
108128,1
152280,1
73404,1
3860,2
62751,1
20911,1
62757,1
140295,1
86725,1
86723,1
123751,1
3850,1
86720,3
19925,3
152278,1
47154,4
50775,1
123759,1
152294,1
152292,1
123744,1
23194,1
123742,1
20917,1
18606,1
47142,1
152286,1
42488,1
42482,1
91411,1
144160,1
2551,1
116924,1
54472,1
77115,4
77116,3
54477,1
53146,1
28173,1
2549,3
158798,1
41142,1
42476,1
25915,1
41147,1
42474,1
41148,2
116910,1
144173,1
144168,2
28187,1
78431,1
30498,1
12609,1
78434,1
78437,1
103614,3
103616,1
28182,1
65144,6
41134,1
120172,1
1241,1
2571,1
144181,1
80778,2
16172,1
53161,1
144184,1
78461,4
116903,1
144179,1
53166,2
30488,1
77135,1
77138,2
91428,9
104910,1
141900,1
89116,4
104914,1
104912,1
41121,1
65155,2
144190,1
144193,1
80767,1
79781,1
78452,2
144188,1
78454,1
78457,1
78456,1
121487,3
53178,1
121486,1
89108,3
29498,1
65150,1
65152,2
65151,1
65164,2
16153,2
66498,2
158763,1
158764,2
65169,2
128950,1
128951,3
53180,1
41117,1
41116,1
28139,2
116967,1
145451,1
77152,3
104975,1
102314,1
103645,1
65161,6
102316,1
29460,1
103647,2
102315,2
65160,2
30467,1
65162,2
42431,1
42433,4
103661,1
158759,3
90116,1
41105,1
77140,1
77142,1
28143,2
29473,1
144122,1
145453,1
53197,1
80799,1
127601,3
1265,4
103653,2
65170,1
92768,1
103655,1
65171,7
89124,1
103657,1
102329,1
103659,1
50925,1
91475,2
18796,3
133486,1
91477,1
28119,1
18790,1
1282,1
144142,1
77173,3
1280,2
77176,3
77177,2
145465,1
62906,2
28115,2
158790,3
30449,1
30446,1
132168,3
92796,1
74902,1
145481,1
29458,1
116934,1
145482,1
144146,1
30430,2
29452,3
145475,1
30432,1
29456,1
31760,1
28124,1
30438,1
132170,1
30436,5
138318,2
139649,2
101034,1
125000,1
24653,1
23327,1
35317,1
36649,1
126327,1
55721,2
35311,1
37973,1
113023,1
55724,1
128989,1
103688,1
11343,1
141968,1
140639,1
12682,1
22000,1
96250,1
97584,1
24669,2
96252,1
97583,1
10029,1
25992,1
141972,1
101035,1
141974,1
11355,2
139664,1
141976,2
10023,1
55734,3
11359,3
35307,1
25968,1
23308,4
139669,2
67722,1
67723,1
13980,1
128973,2
103673,1
25962,4
96284,1
410,1
79711,1
54413,1
103665,2
55747,2
79717,1
37953,1
79719,1
12656,1
140659,1
37957,1
8720,1
23310,1
25976,1
36618,2
25970,1
151314,1
137024,1
103676,1
103675,3
103678,1
84299,1
128957,1
79707,2
10006,1
79709,3
139608,1
156189,1
7402,1
126378,2
114389,1
67746,1
36605,1
54430,1
37937,1
36607,2
54432,1
54439,2
53105,1
13960,1
12635,1
36602,1
114391,1
49903,1
49901,1
139614,1
8742,1
127698,1
96299,1
24623,1
49904,1
79722,2
113056,1
54449,1
7406,1
113054,3
156183,1
141935,1
8751,1
102385,1
126352,1
127681,1
54453,1
451,1
28196,6
78422,1
12614,2
12618,2
53129,1
8748,2
7414,1
28191,2
113044,1
102379,1
41165,2
24605,1
8762,1
7433,1
7432,3
138306,1
42494,1
65116,1
41167,1
8764,1
125014,1
127674,1
460,2
55793,1
126338,1
78413,1
125005,2
113035,1
139644,1
101058,1
141952,1
41161,1
113031,1
12622,1
110700,1
8770,3
72217,1
110708,1
110702,1
138280,1
86869,1
35278,1
84201,1
151242,1
151240,1
97508,1
97502,2
98833,1
47245,1
59252,1
486,1
488,4
18704,3
60243,1
151256,1
60241,1
18706,2
152585,1
18700,2
18703,2
97538,2
7461,1
6133,2
49899,1
97534,1
97536,5
98861,1
490,2
96202,1
126275,1
492,1
494,1
35259,1
84225,1
85558,1
35257,1
86887,1
151266,1
84222,2
60251,1
49891,1
98858,3
59270,2
97529,1
61593,1
11294,1
6147,1
98851,1
134705,2
59274,1
85549,1
23272,2
85547,1
85544,1
60264,2
60263,1
86872,2
60261,2
86870,3
153870,1
108426,1
47217,1
96225,2
12593,1
109750,1
96226,1
12591,3
73588,1
96228,1
96222,1
59286,2
153877,1
96224,1
59283,2
35236,1
84248,1
85576,1
12595,1
138245,1
49870,1
85571,1
139574,1
108418,1
109749,1
11270,1
47205,1
59291,3
153863,2
11274,1
23254,1
24585,3
153866,1
6160,1
59294,2
7491,1
73591,2
47209,2
7492,1
138250,1
35225,1
23252,1
140566,1
141898,1
49861,1
140568,1
138253,4
84230,4
60280,1
49859,1
153892,3
96248,1
25884,3
72276,2
25886,2
96240,3
96241,4
139591,1
84265,1
84267,1
11244,5
60295,1
122703,1
85593,1
6188,1
96236,1
96237,2
49843,1
96238,2
96239,3
110718,1
96233,1
96234,3
96235,1
3905,2
3907,1
3909,1
12587,1
84253,1
12585,1
109736,1
43730,1
158722,1
158720,1
133426,1
158724,1
108460,2
122770,3
133427,1
90040,1
121434,1
145401,3
77077,1
121433,1
121436,1
31752,1
121432,1
121431,1
65084,3
91363,1
16125,1
18780,1
158715,1
17450,2
158712,2
92699,1
158719,1
28105,1
92692,2
92693,1
62824,1
122756,1
146740,2
119112,1
121427,1
121429,3
133445,1
134779,1
132117,1
74810,4
29405,1
62830,2
90060,1
132119,2
62831,1
132118,2
91393,2
86802,1
119101,1
3939,2
43708,2
86801,1
121419,1
107109,1
50853,3
121416,2
133457,1
17432,1
108458,4
17433,2
17434,1
31718,1
134785,1
74820,1
157404,1
43704,2
62840,1
43706,1
108451,1
43700,1
77086,3
50860,1
50862,2
3941,1
50863,2
132130,1
74816,1
17438,1
18730,1
107171,1
119168,1
121473,1
18738,2
50872,1
31714,1
31717,1
18733,1
18734,2
18735,2
74846,4
90079,2
107185,1
122799,1
47286,1
47283,1
73508,1
158700,2
73526,1
122791,1
62879,9
133407,1
86839,2
122787,1
85515,1
122783,1
85513,1
86845,3
86840,1
47275,1
3976,1
119143,1
73538,1
133415,1
3991,1
122780,1
62888,1
35282,1
133417,1
133418,1
35280,1
60219,1
60229,2
85507,2
119139,1
1321,1
86831,2
3985,1
121448,1
66574,1
120073,2
65249,2
120075,1
28297,1
144037,1
54595,1
28293,1
157365,1
24703,1
24706,3
24705,1
41267,1
157349,1
2683,1
121392,9
53272,2
79881,1
24702,1
79880,1
1347,1
79885,1
53274,1
79887,1
132070,2
91518,3
65251,6
91519,1
90223,1
53283,1
53285,1
42580,4
157387,1
156056,2
28270,1
156055,1
90213,1
145399,1
119050,1
119051,1
119052,1
133347,2
134679,1
134673,1
134675,3
28259,1
146653,1
145326,1
128822,1
133352,1
128824,1
89256,1
158650,1
89242,3
89240,1
1395,2
1393,1
145342,1
115504,1
1391,3
77261,1
115506,2
77263,6
78597,1
1387,1
65294,1
157336,1
134697,1
90269,1
61700,1
145353,1
144022,2
91593,2
145351,1
120092,1
43878,1
91590,1
145346,2
29563,1
77298,2
145345,1
29567,1
1398,2
31892,1
104830,2
103502,1
30567,1
89278,1
104834,1
42532,2
159984,2
16267,1
146691,1
146695,2
91582,2
61713,3
145357,2
159994,1
103515,1
156001,1
47414,2
47410,1
103574,3
35430,4
153832,1
22112,2
71086,1
67824,1
71084,2
71080,1
115562,1
127535,1
141843,1
516,1
11466,1
48737,1
47404,1
48732,2
47402,1
102255,1
22122,1
48738,4
127528,1
71090,1
152504,1
35421,1
10143,1
8814,2
11473,1
128856,1
8817,1
141858,1
54528,1
23427,1
23429,1
153850,1
8831,3
128852,1
103553,2
153853,3
153855,3
23421,2
116869,1
48728,2
95076,1
66519,1
95070,7
35415,1
95072,1
531,1
116871,1
141860,1
116873,1
102215,1
8829,3
79839,1
11447,1
103560,1
67852,1
7512,1
95066,1
24764,2
66525,1
24763,3
22104,1
96394,2
23435,3
24765,2
66529,1
96395,1
55870,2
542,1
141874,1
115532,1
83088,1
138235,1
55878,3
138234,2
83084,1
103559,1
8839,2
83085,1
138230,1
102229,1
67860,1
92820,1
102287,1
80836,1
95095,1
126252,1
55882,1
36728,1
554,1
53226,2
92819,1
11425,1
141819,1
23419,1
67874,1
126246,1
24744,1
54567,1
79843,1
7524,1
11433,1
92805,1
103590,4
91512,1
103594,4
67885,1
7544,1
153812,1
570,1
153818,2
53242,1
53240,5
11407,1
576,1
79876,1
79875,1
79879,1
53248,1
91504,7
141825,1
41286,1
140509,1
7552,1
7554,1
41288,2
126224,1
127552,2
24722,2
127551,1
11416,1
54585,1
153808,1
79863,2
586,2
127547,1
588,1
79866,1
77206,1
7546,1
128877,2
92823,2
140502,1
7548,1
141833,1
126170,3
7562,1
74998,1
7565,3
153795,1
61682,1
61686,1
59363,2
126177,1
34061,1
111912,2
22071,3
114197,1
22073,1
22075,1
34068,1
151126,1
152453,2
7572,1
97626,1
7574,1
153783,2
46037,1
71013,1
47367,1
126168,1
34053,1
35384,1
111903,1
7570,2
126163,2
126159,1
151137,1
48694,1
138179,1
47363,1
60360,1
138175,2
10071,3
71029,2
71026,2
10073,1
7586,1
7588,2
47356,3
96327,1
96320,1
35374,2
59382,1
35370,1
135905,2
84345,1
83014,1
140498,1
140499,1
127479,1
138189,1
152475,1
152473,2
138185,1
96318,1
152490,2
7596,2
46015,1
7598,1
47344,1
46014,1
22067,1
127477,1
72362,1
126142,1
138195,1
23395,1
138198,1
152484,2
152482,1
110622,1
95019,3
138118,1
47336,2
47333,1
49996,3
47334,2
72378,1
23364,2
72376,1
97676,3
24697,3
22038,1
110624,2
122601,3
23360,3
152416,1
24691,3
24693,1
138125,2
138126,1
109644,1
108315,5
6286,1
111940,1
109640,2
96335,1
10062,1
96336,1
138127,1
97663,1
97662,1
96333,2
97664,2
72383,1
97661,2
98991,1
35344,1
138136,1
49981,3
84354,1
84351,1
49978,3
126191,2
49976,1
95038,1
110608,1
22014,1
22015,1
72394,5
22016,1
96361,1
95032,2
83059,1
35334,1
10037,1
84382,1
96357,1
97689,1
11373,8
24685,3
23355,1
24687,2
71076,1
24689,5
22027,1
111923,2
111922,1
55831,1
24683,2
152446,1
83044,2
138158,3
11375,1
151112,1
138156,1
138157,2
138152,1
138153,1
36659,1
54506,1
42520,3
135964,2
108348,8
135967,1
135966,1
134636,1
90169,1
89172,1
158604,1
108342,1
108344,1
135963,1
29548,1
158609,1
77194,1
133306,1
77195,2
77196,1
29540,3
62928,3
122642,1
122641,2
50950,1
16239,1
16237,1
2706,1
31875,1
17569,2
50956,1
134644,3
133314,1
91487,1
111984,1
74921,1
17571,1
133310,2
91488,1
110659,1
91481,1
111990,2
30538,1
134650,1
16247,1
31865,3
74918,1
30534,1
122639,1
17541,2
89196,2
73603,1
73600,1
135985,1
89192,3
89190,1
29526,1
29524,3
61624,1
123954,1
147967,1
59302,1
122620,1
59303,4
74928,1
159960,1
18879,1
135994,2
158613,1
158619,1
43823,1
28209,4
61627,2
1404,1
59316,1
61629,4
1402,1
86910,1
59313,3
28203,1
145315,1
122618,1
134671,3
30518,1
109659,1
18888,1
122617,1
1405,2
151172,3
98924,1
73626,1
98921,2
98922,1
61643,1
61645,2
29508,2
29506,1
121357,1
2746,1
1414,1
121356,1
86948,1
121358,1
60313,2
85611,1
151168,3
50997,3
98917,1
46085,1
152494,1
2748,1
46079,5
62988,1
62989,1
147910,1
61649,1
121348,2
147912,1
58009,1
29510,1
31827,2
73628,1
74959,1
135942,1
151193,1
97614,1
109692,1
97610,2
122670,2
135946,2
34082,1
135948,1
159919,1
84305,1
22094,4
1431,1
147920,1
22098,1
18837,1
97608,1
47391,1
134622,1
135953,1
135956,1
74985,1
58024,1
34074,1
61678,1
135957,1
59357,1
60344,1
18847,1
46055,1
121328,4
98928,1
18845,1
92982,2
91651,1
90321,3
159418,3
39079,1
160402,1
92984,1
24819,2
148761,1
124792,1
24811,4
147426,1
36804,1
11506,1
77359,1
66690,3
40053,1
41384,1
91641,1
40052,1
112799,1
134126,1
147440,2
147441,3
1471,2
39061,1
39062,3
124777,1
11516,1
146102,1
147434,1
147436,6
89325,1
91635,1
91639,1
135469,1
112789,1
41371,1
160422,1
90345,2
136796,1
158107,1
160424,3
39059,1
112783,1
109137,1
160420,1
147454,2
1480,1
76040,1
52070,1
124769,1
27063,1
76046,1
147444,1
148778,3
1474,3
12817,1
134142,1
91668,1
41362,3
92998,1
110111,1
15099,1
147462,1
147455,2
92988,1
42690,1
160418,2
42681,1
77391,1
77392,3
91692,1
28375,3
148710,1
148712,3
91684,1
90351,3
41342,3
123493,1
77380,1
77385,1
77387,1
123489,1
122157,1
90387,1
88062,1
15047,1
16370,1
42669,2
147406,1
610,1
615,1
617,1
147409,3
110171,2
64095,2
59509,1
88054,3
39005,1
135435,1
42650,2
27038,2
134109,1
27032,1
76077,2
29694,2
29692,1
620,1
147412,1
622,2
123465,1
106901,1
39007,1
30676,2
29690,1
106903,1
48867,1
160488,2
48865,1
129600,1
131923,1
95176,1
160483,2
95178,4
95174,1
95175,2
34228,1
118951,2
106955,1
10252,1
158178,2
105627,1
48858,1
105642,1
35540,1
130600,3
130601,3
130606,2
130604,1
118937,1
146197,1
34212,2
35542,1
53310,1
646,2
158164,1
11594,1
36873,1
36874,1
53314,1
10265,1
104308,1
105637,1
7608,1
34218,1
83184,1
22217,1
67960,1
47513,1
92920,1
36860,1
8951,1
24873,1
22215,1
130616,1
105609,3
158193,3
24870,6
36861,1
8945,1
12892,2
10233,1
36864,1
158195,1
106931,1
106937,1
105605,2
67975,2
6300,1
11571,1
65314,1
95188,3
160494,1
67978,1
23555,1
95184,1
160493,2
24889,1
47507,1
160492,1
105619,4
95182,4
55995,1
106945,1
53339,1
55999,1
11575,1
11577,2
78618,3
10248,1
106946,3
66652,1
129640,1
8974,1
66656,1
6312,7
66654,1
160442,1
66658,1
77311,1
118991,1
52014,1
35511,1
53343,1
79976,2
53344,1
118995,1
79978,1
36841,1
105667,1
135496,6
77319,1
10213,1
36843,1
128309,1
92938,1
7651,2
8980,1
64003,1
8983,2
92930,3
64007,3
147484,1
24861,1
24860,1
24863,1
147487,2
117647,1
23535,2
77300,1
77302,1
92924,1
12884,2
7647,1
77308,1
6319,1
77309,1
36832,1
7649,1
134171,2
7660,3
7664,4
65345,1
64013,1
118969,1
116309,2
36825,1
53362,1
77334,1
147488,2
159484,2
77339,1
8987,1
106976,1
53369,2
134187,1
36821,2
134181,1
6329,2
40080,1
66685,4
24846,1
40074,1
65354,2
6342,1
24848,2
65356,1
5014,1
91621,1
39082,2
131918,3
146168,1
80974,1
79988,2
78656,1
80972,1
89306,2
6337,1
129602,1
91615,1
6336,1
78658,1
6339,2
92944,1
40071,2
159475,1
31909,2
154520,1
7686,1
105599,1
72454,1
154524,1
58154,2
97750,1
71122,2
154527,2
58155,1
105590,1
59483,1
116251,1
84446,1
22197,1
31913,1
85773,1
142537,1
7695,1
96419,2
7694,1
154510,2
154512,2
154516,3
130567,1
17619,4
85766,1
58168,1
85764,1
116246,1
7689,1
128218,3
18948,2
17614,1
6376,2
72477,2
72475,1
18917,2
105569,1
46144,1
130580,1
85790,1
155860,2
104252,1
155861,1
155863,1
116216,1
72485,1
22187,1
116215,4
34153,1
22189,1
142570,1
83129,1
84459,3
22181,5
142568,1
84454,1
85782,1
47460,1
46129,1
6395,1
47458,1
55919,2
6397,1
128278,2
10172,4
95137,3
72499,1
35474,2
71166,1
95134,1
96465,2
6391,1
6393,1
83158,1
35476,1
84487,1
84486,1
47451,1
46120,1
84480,1
97784,1
23496,1
35462,1
97783,1
131854,4
128261,1
34139,2
22162,1
22163,2
46110,1
47436,1
46106,1
154502,1
34121,1
34120,2
95150,1
154508,1
128251,1
96484,1
47430,3
2807,1
142518,2
2804,3
11488,2
2803,2
128243,2
47426,1
67932,4
128247,1
47422,1
67930,1
22144,1
67933,1
130549,1
67938,1
116262,7
35446,5
34115,2
35445,2
55951,1
35443,1
36779,2
143859,1
41313,2
43978,1
31994,1
30663,4
100731,2
16363,1
112712,1
154596,1
112710,1
16366,2
89280,1
27017,1
61733,1
42634,1
112716,2
61734,1
30651,1
29670,2
30652,1
27014,5
30654,3
89288,1
136710,1
17661,1
61740,1
136716,2
128295,1
30646,1
72405,5
16341,1
136723,1
16345,1
43942,1
61758,1
148702,3
29651,1
29650,4
100725,1
2855,1
2854,1
2853,1
59434,2
60421,2
148708,2
2858,1
130594,1
111436,1
111435,1
72414,3
130592,1
97711,1
130599,1
61760,1
72411,1
109115,1
43938,1
111439,1
142581,1
85738,1
58117,1
58119,2
58113,2
100772,1
30624,1
97709,1
31954,1
72428,1
72425,2
153221,2
72423,1
153223,1
73754,1
72421,2
73752,1
30609,1
153227,1
2881,1
154559,1
58123,2
29638,1
111427,3
142582,1
43918,1
141255,1
60444,1
58124,1
142589,2
