id,from,to,x,y,wkt,count
103043,26757043,29927304,4590431.624276456,5822599.337197265,"LINESTRING (4590421.444134544 5822600.6742748255, 4590441.804418369 5822598.000119703)",240
103044,29927304,26757043,4590431.624276456,5822599.337197265,"LINESTRING (4590441.804418369 5822598.000119703, 4590421.444134544 5822600.6742748255)",20
103048,26726579,26726575,4590986.898909749,5823098.6977221165,"LINESTRING (4590993.281945259 5823157.781858766, 4590980.515874239 5823039.613585467)",200
103049,26726575,26726579,4590986.898909749,5823098.6977221165,"LINESTRING (4590980.515874239 5823039.613585467, 4590993.281945259 5823157.781858766)",490
10305,21441732,28300055,4593513.078161255,5825415.461081728,"LINESTRING (4593511.931266739 5825406.061267285, 4593514.225055772 5825424.860896173)",940
103052,26726580,26726574,4591124.982208556,5823081.740101547,"LINESTRING (4591124.253930828 5823187.152378028, 4591125.710486283 5822976.327825066)",680
103053,26726574,26726580,4591124.982208556,5823081.740101547,"LINESTRING (4591125.710486283 5822976.327825066, 4591124.253930828 5823187.152378028)",650
103054,26726574,26726598,4591128.240600932,5822844.646910332,"LINESTRING (4591125.710486283 5822976.327825066, 4591130.770715581 5822712.9659955995)",210
103055,26726598,26726574,4591128.240600932,5822844.646910332,"LINESTRING (4591130.770715581 5822712.9659955995, 4591125.710486283 5822976.327825066)",90
103056,26726598,26726599,4591132.888069544,5822612.788856605,"LINESTRING (4591130.770715581 5822712.9659955995, 4591135.005423508 5822512.611717611)",180
103057,26726599,26726598,4591132.888069544,5822612.788856605,"LINESTRING (4591135.005423508 5822512.611717611, 4591130.770715581 5822712.9659955995)",130
103058,26726599,29708489,4591136.39044698,5822444.333094025,"LINESTRING (4591135.005423508 5822512.611717611, 4591137.775470452 5822376.05447044)",220
103059,29708489,26726599,4591136.39044698,5822444.333094025,"LINESTRING (4591137.775470452 5822376.05447044, 4591135.005423508 5822512.611717611)",110
103064,26756875,1918759971,4590004.875765741,5822872.616886368,"LINESTRING (4590002.11330817 5822956.13039927, 4590007.638223311 5822789.103373465)",2010
103065,1918759971,26756875,4590004.875765741,5822872.616886368,"LINESTRING (4590007.638223311 5822789.103373465, 4590002.11330817 5822956.13039927)",1010
103066,1918759971,26756923,4590012.119968319,5822623.070149044,"LINESTRING (4590007.638223311 5822789.103373465, 4590016.601713327 5822457.036924622)",2030
103067,26756923,1918759971,4590012.119968319,5822623.070149044,"LINESTRING (4590016.601713327 5822457.036924622, 4590007.638223311 5822789.103373465)",1260
103100,2407839894,423099520,4593343.0163501,5822517.056322824,"LINESTRING (4593327.710252446 5822509.262525551, 4593358.3224477535 5822524.850120098)",8860
103128,26984894,28248046,4590724.731645596,5822128.0278927805,"LINESTRING (4590653.790595173 5822104.469955397, 4590795.6726960195 5822151.585830164)",7380
103129,26881614,29831561,4590491.994643828,5821955.5780434655,"LINESTRING (4590502.314841024 5822059.084499005, 4590481.674446631 5821852.071587926)",410
103130,29831561,26881614,4590491.994643828,5821955.5780434655,"LINESTRING (4590481.674446631 5821852.071587926, 4590502.314841024 5822059.084499005)",1540
103135,26726698,28248045,4590896.25747579,5822204.228808686,"LINESTRING (4590895.363478772 5822212.716173687, 4590897.151472807 5822195.741443686)",350
103136,28248045,26726698,4590896.25747579,5822204.228808686,"LINESTRING (4590897.151472807 5822195.741443686, 4590895.363478772 5822212.716173687)",220
10314,28300063,28300064,4593502.428924841,5825429.349623108,"LINESTRING (4593503.827848693 5825438.52049545, 4593501.030000988 5825420.1787507655)",6680
103142,28249800,26703851,4591216.136111032,5822070.0951372385,"LINESTRING (4591222.508423512 5822068.783405093, 4591209.763798553 5822071.406869385)",210
103146,26726696,26726686,4591033.698954955,5821985.721334716,"LINESTRING (4591042.436700297 5821923.027855259, 4591024.961209612 5822048.414814173)",340
103147,26726686,26726696,4591033.698954955,5821985.721334716,"LINESTRING (4591024.961209612 5822048.414814173, 4591042.436700297 5821923.027855259)",320
103148,26726686,28248044,4591013.478211446,5822144.355213119,"LINESTRING (4591024.961209612 5822048.414814173, 4591001.9952132795 5822240.295612065)",460
103149,28248044,26726686,4591013.478211446,5822144.355213119,"LINESTRING (4591001.9952132795 5822240.295612065, 4591024.961209612 5822048.414814173)",200
10317,59885097,21441732,4593491.216363257,5825402.209554244,"LINESTRING (4593470.5014597755 5825398.357841204, 4593511.931266739 5825406.061267285)",1800
10318,28300064,59885097,4593485.765730382,5825409.268295985,"LINESTRING (4593501.030000988 5825420.1787507655, 4593470.5014597755 5825398.357841204)",3780
103202,1275468905,3096724668,4596081.941211623,5822044.361474728,"LINESTRING (4596054.407176832 5822064.570262955, 4596109.475246415 5822024.152686503)",5780
103231,20246257,2264199819,4594389.614292299,5821255.845205114,"LINESTRING (4594398.029478322 5821187.679344337, 4594381.199106278 5821324.011065891)",3150
103232,2264199819,20246257,4594389.614292299,5821255.845205114,"LINESTRING (4594381.199106278 5821324.011065891, 4594398.029478322 5821187.679344337)",2930
10330,985912999,2020514544,4593014.093029209,5820071.25652987,"LINESTRING (4593012.82585068 5820074.683085124, 4593015.360207739 5820067.829974617)",2080
103336,26869274,423090019,4593533.740630802,5820493.61280642,"LINESTRING (4593564.728582697 5820497.804672005, 4593502.752678907 5820489.420940835)",11080
103338,4818429490,4818429501,4591107.941589285,5821576.056279954,"LINESTRING (4591065.294865276 5821489.984983158, 4591150.588313293 5821662.127576749)",5820
10337,51354576,28300063,4593506.870304478,5825457.729572348,"LINESTRING (4593509.912760262 5825476.9386492465, 4593503.827848693 5825438.52049545)",4150
10342,28300055,51354576,4593512.068908017,5825450.899772709,"LINESTRING (4593514.225055772 5825424.860896173, 4593509.912760262 5825476.9386492465)",4240
103461,3096724668,667465428,4596130.482101794,5822008.758393655,"LINESTRING (4596109.475246415 5822024.152686503, 4596151.488957173 5821993.3641008055)",5780
103557,285864899,152692699,4593336.883231707,5822032.1685333075,"LINESTRING (4593329.937378412 5822034.323691545, 4593343.829085001 5822030.01337507)",2910
103558,152692699,285864899,4593336.883231707,5822032.1685333075,"LINESTRING (4593343.829085001 5822030.01337507, 4593329.937378412 5822034.323691545)",3470
103559,26700887,1663267108,4593925.830481105,5821522.792905636,"LINESTRING (4593932.208394206 5821475.374557117, 4593919.452568004 5821570.211254156)",170
103560,26747882,288070957,4593774.732907021,5821718.215940779,"LINESTRING (4593786.320321512 5821632.28920306, 4593763.145492531 5821804.142678499)",2690
103561,288070957,26747882,4593774.732907021,5821718.215940779,"LINESTRING (4593763.145492531 5821804.142678499, 4593786.320321512 5821632.28920306)",2620
103566,30840945,4627069112,4590312.788954902,5823741.213539116,"LINESTRING (4590322.786702387 5823747.063420199, 4590302.791207418 5823735.363658032)",23930
103568,26861434,1663267108,4593858.589512128,5821554.431037158,"LINESTRING (4593797.726456254 5821538.65082016, 4593919.452568004 5821570.211254156)",110
