id,from,to,x,y,wkt,count
14603,270737259,26984400,4590222.068921075,5822421.0727117965,"LINESTRING (4590170.2216214035 5822432.634870392, 4590273.916220747 5822409.510553201)",3670
14604,270737261,4453196455,4590255.790045747,5823001.501329429,"LINESTRING (4590255.6334973425 5822970.198670249, 4590255.946594151 5823032.803988609)",5850
14605,4453196455,26726582,4590255.859767498,5823036.9653043505,"LINESTRING (4590255.946594151 5823032.803988609, 4590255.772940846 5823041.1266200915)",8460
146307,3811351868,27177925,4591825.421431491,5825046.660139032,"LINESTRING (4591846.325234089 5825064.995167451, 4591804.517628893 5825028.325110613)",16540
146320,3811351869,311181581,4591933.649487798,5825098.963605076,"LINESTRING (4591914.251574911 5825081.585798729, 4591953.047400685 5825116.341411424)",16290
146326,3811351886,28253034,4592254.851631384,5825382.538126355,"LINESTRING (4592230.354385239 5825361.172624213, 4592279.348877531 5825403.903628496)",15640
146329,311181581,28253032,4591979.480184439,5825139.183268171,"LINESTRING (4591953.047400685 5825116.341411424, 4592005.912968192 5825162.025124918)",16220
146330,1831594525,25661287,4593851.402417281,5821109.225718588,"LINESTRING (4593816.120535511 5821097.202354649, 4593886.684299051 5821121.249082526)",3560
146331,25661287,1831594525,4593851.402417281,5821109.225718588,"LINESTRING (4593886.684299051 5821121.249082526, 4593816.120535511 5821097.202354649)",3290
146332,3811351894,28253035,4592274.921655806,5825446.034431031,"LINESTRING (4592294.795737127 5825463.389256528, 4592255.047574484 5825428.679605534)",16470
146333,3811351881,311181577,4592006.909630677,5825209.183464484,"LINESTRING (4592030.923457399 5825230.560841212, 4591982.895803955 5825187.8060877565)",16670
146335,28253032,28253033,4592053.929635016,5825204.624310215,"LINESTRING (4592005.912968192 5825162.025124918, 4592101.94630184 5825247.223495512)",15990
146336,28253033,3811351886,4592166.150343539,5825304.1980598625,"LINESTRING (4592101.94630184 5825247.223495512, 4592230.354385239 5825361.172624213)",15640
146341,1446976097,25661323,4593735.793371883,5821071.077790781,"LINESTRING (4593714.1797946915 5821065.143640895, 4593757.406949075 5821077.0119406665)",3670
146342,25661323,1446976097,4593735.793371883,5821071.077790781,"LINESTRING (4593757.406949075 5821077.0119406665, 4593714.1797946915 5821065.143640895)",3420
146343,25661323,1831594525,4593786.763742292,5821087.107147658,"LINESTRING (4593757.406949075 5821077.0119406665, 4593816.120535511 5821097.202354649)",3560
146344,1831594525,25661323,4593786.763742292,5821087.107147658,"LINESTRING (4593816.120535511 5821097.202354649, 4593757.406949075 5821077.0119406665)",3290
146345,28254754,3811351894,4592453.548404988,5825604.1606941,"LINESTRING (4592612.301072848 5825744.932131673, 4592294.795737127 5825463.389256528)",16470
146346,311181577,311181586,4591956.661428209,5825164.879030548,"LINESTRING (4591982.895803955 5825187.8060877565, 4591930.427052463 5825141.9519733405)",16470
146347,311181586,3811351868,4591888.376143277,5825103.473570395,"LINESTRING (4591930.427052463 5825141.9519733405, 4591846.325234089 5825064.995167451)",16540
146350,3811351899,21441700,4592682.89743907,5825733.289407173,"LINESTRING (4592651.346738726 5825728.306522854, 4592714.448139414 5825738.272291494)",15190
146355,28253035,3811351881,4592142.985515941,5825329.620223373,"LINESTRING (4592255.047574484 5825428.679605534, 4592030.923457399 5825230.560841212)",16670
1464,3213618590,545036879,4595031.754074599,5820999.745583,"LINESTRING (4595074.964559551 5820920.745389722, 4594988.543589646 5821078.745776276)",70
146445,21432802,29221583,4596256.529372821,5821927.436400905,"LINESTRING (4596250.199435463 5821917.505535235, 4596262.859310179 5821937.367266575)",10860
146463,4843707050,1635318763,4594581.370977642,5821736.723207423,"LINESTRING (4594577.09985327 5821767.707585671, 4594585.642102014 5821705.738829176)",720
146464,1635318763,4843707050,4594581.370977642,5821736.723207423,"LINESTRING (4594585.642102014 5821705.738829176, 4594577.09985327 5821767.707585671)",330
1465,545036879,3213618590,4595031.754074599,5820999.745583,"LINESTRING (4594988.543589646 5821078.745776276, 4595074.964559551 5820920.745389722)",0
146770,611862495,338894718,4596057.1137354,5820831.218917228,"LINESTRING (4596045.657166614 5820782.668633806, 4596068.570304187 5820879.769200652)",100
146771,1814668480,611862495,4596066.376044722,5820773.7299273405,"LINESTRING (4596087.09492283 5820764.7912208745, 4596045.657166614 5820782.668633806)",830
146806,3506125679,26724489,4592691.716077054,5823483.367857823,"LINESTRING (4592632.210644263 5823425.468643676, 4592751.221509846 5823541.267071971)",4350
146807,26724489,3506125679,4592691.716077054,5823483.367857823,"LINESTRING (4592751.221509846 5823541.267071971, 4592632.210644263 5823425.468643676)",5680
147123,29270497,3009816498,4596613.064982811,5822187.07335466,"LINESTRING (4596571.859006111 5822207.276871394, 4596654.270959512 5822166.869837924)",12920
14724,673035739,26756605,4592420.489371462,5823534.399424624,"LINESTRING (4592402.83411624 5823559.851215037, 4592438.144626684 5823508.947634211)",3580
14727,28248867,3797106125,4591270.452789899,5822423.397346096,"LINESTRING (4591269.804374022 5822319.139342685, 4591271.101205775 5822527.655349507)",11480
14728,26982911,26703849,4591245.740332579,5822263.571388163,"LINESTRING (4591253.466858435 5822307.659782082, 4591238.013806724 5822219.4829942435)",8610
14731,3227887288,26991554,4591278.283669594,5823079.968448657,"LINESTRING (4591276.388625794 5822978.18598082, 4591280.178713393 5823181.750916493)",90
14734,26735142,26705299,4591793.865307333,5822106.1414919365,"LINESTRING (4591792.694347336 5822100.331508982, 4591795.036267331 5822111.951474892)",730
14735,26705299,26735142,4591793.865307333,5822106.1414919365,"LINESTRING (4591795.036267331 5822111.951474892, 4591792.694347336 5822100.331508982)",510
14736,28252383,28252395,4592541.196392084,5825040.576977093,"LINESTRING (4592511.143516514 5825073.680268743, 4592571.249267653 5825007.4736854425)",270
14737,28252395,28252383,4592541.196392084,5825040.576977093,"LINESTRING (4592571.249267653 5825007.4736854425, 4592511.143516514 5825073.680268743)",360
14738,28252395,28252025,4592607.710662271,5824973.707233697,"LINESTRING (4592571.249267653 5825007.4736854425, 4592644.172056889 5824939.940781953)",530
14739,28252025,28252395,4592607.710662271,5824973.707233697,"LINESTRING (4592644.172056889 5824939.940781953, 4592571.249267653 5825007.4736854425)",420
14755,26870025,26870026,4592956.3890765235,5820324.359418644,"LINESTRING (4592939.64367995 5820329.396014457, 4592973.1344730975 5820319.322822831)",50
14756,26870026,26870025,4592956.3890765235,5820324.359418644,"LINESTRING (4592973.1344730975 5820319.322822831, 4592939.64367995 5820329.396014457)",100
147657,719762234,2969129497,4590289.455283454,5825815.980604146,"LINESTRING (4590284.936118773 5825818.980505132, 4590293.974448133 5825812.980703159)",70
147658,2969129497,719762234,4590289.455283454,5825815.980604146,"LINESTRING (4590293.974448133 5825812.980703159, 4590284.936118773 5825818.980505132)",70
147659,2969129497,36301804,4590368.487645876,5825752.117922079,"LINESTRING (4590293.974448133 5825812.980703159, 4590443.000843618 5825691.2551409975)",70
147660,36301804,2969129497,4590368.487645876,5825752.117922079,"LINESTRING (4590443.000843618 5825691.2551409975, 4590293.974448133 5825812.980703159)",70
147661,29218305,29218318,4596547.196146373,5820341.137298332,"LINESTRING (4596563.92857765 5820333.697129973, 4596530.463715094 5820348.57746669)",640
147662,29218318,29218305,4596547.196146373,5820341.137298332,"LINESTRING (4596530.463715094 5820348.57746669, 4596563.92857765 5820333.697129973)",510
147663,29218322,29276222,4596838.302926736,5820213.581494719,"LINESTRING (4596740.3811925 5820255.338024169, 4596936.224660972 5820171.824965268)",310
147664,29276222,29218322,4596838.302926736,5820213.581494719,"LINESTRING (4596936.224660972 5820171.824965268, 4596740.3811925 5820255.338024169)",240
147665,29218321,560153852,4596867.072683843,5820453.324715502,"LINESTRING (4596832.012646279 5820474.159954728, 4596902.132721406 5820432.489476276)",2000
147666,560153852,29218321,4596867.072683843,5820453.324715502,"LINESTRING (4596902.132721406 5820432.489476276, 4596832.012646279 5820474.159954728)",2180
147667,21487232,3352479263,4596178.588218199,5820502.721375223,"LINESTRING (4596118.524803305 5820369.784057896, 4596238.651633093 5820635.65869255)",9360
147668,3352479263,21487232,4596178.588218199,5820502.721375223,"LINESTRING (4596238.651633093 5820635.65869255, 4596118.524803305 5820369.784057896)",8260
147704,24986141,24985997,4594164.713953242,5824940.98094086,"LINESTRING (4594159.637496548 5824935.384571782, 4594169.790409937 5824946.577309937)",1330
147792,3003948867,29270497,4596564.305479234,5822211.257736184,"LINESTRING (4596556.751952357 5822215.238600972, 4596571.859006111 5822207.276871394)",12940
14817,29123430,262471605,4595786.405780074,5822701.760368833,"LINESTRING (4595791.892809 5822673.360715136, 4595780.9187511485 5822730.160022531)",650
148276,26726576,3966559123,4590805.831417382,5823061.746176664,"LINESTRING (4590819.832608928 5823060.208002607, 4590791.8302258365 5823063.284350721)",120
148277,3966559123,26726576,4590805.831417382,5823061.746176664,"LINESTRING (4590791.8302258365 5823063.284350721, 4590819.832608928 5823060.208002607)",120
148363,358175877,358176287,4592863.46978043,5822097.392739234,"LINESTRING (4592828.925725596 5822079.307239015, 4592898.013835263 5822115.4782394525)",100
148364,358176287,358175877,4592863.46978043,5822097.392739234,"LINESTRING (4592898.013835263 5822115.4782394525, 4592828.925725596 5822079.307239015)",40
148365,358176287,358176240,4592931.557629515,5822128.107800396,"LINESTRING (4592898.013835263 5822115.4782394525, 4592965.101423767 5822140.73736134)",100
148366,358176240,358176287,4592931.557629515,5822128.107800396,"LINESTRING (4592965.101423767 5822140.73736134, 4592898.013835263 5822115.4782394525)",30
14842,682328112,3801122312,4590942.94687585,5823240.5999841895,"LINESTRING (4591143.625979906 5823278.37380996, 4590742.2677717935 5823202.82615842)",4810
14843,3801122312,682328112,4590942.94687585,5823240.5999841895,"LINESTRING (4590742.2677717935 5823202.82615842, 4591143.625979906 5823278.37380996)",4850
148495,659394041,3275541361,4594985.29808292,5822736.291448351,"LINESTRING (4594947.218163922 5822732.069344462, 4595023.378001916 5822740.513552241)",7200
148496,3275541361,659394041,4594985.29808292,5822736.291448351,"LINESTRING (4595023.378001916 5822740.513552241, 4594947.218163922 5822732.069344462)",7650
148497,25954550,26871578,4594951.092234606,5822479.891560355,"LINESTRING (4594986.980009063 5822491.016669935, 4594915.20446015 5822468.766450777)",70
148498,26871578,25954550,4594951.092234606,5822479.891560355,"LINESTRING (4594915.20446015 5822468.766450777, 4594986.980009063 5822491.016669935)",10
148499,26871578,25954549,4594797.938067835,5822429.326033907,"LINESTRING (4594915.20446015 5822468.766450777, 4594680.67167552 5822389.885617038)",100
148500,25954549,26871578,4594797.938067835,5822429.326033907,"LINESTRING (4594680.67167552 5822389.885617038, 4594915.20446015 5822468.766450777)",40
148515,26822444,2777911417,4592348.152773596,5821793.522776683,"LINESTRING (4592343.38645862 5821751.8924476085, 4592352.919088573 5821835.153105757)",390
148516,2777911417,26822444,4592348.152773596,5821793.522776683,"LINESTRING (4592352.919088573 5821835.153105757, 4592343.38645862 5821751.8924476085)",340
148517,2777911417,26822450,4592351.753480557,5821844.586852477,"LINESTRING (4592352.919088573 5821835.153105757, 4592350.5878725415 5821854.020599197)",340
148518,26822450,2777911417,4592351.753480557,5821844.586852477,"LINESTRING (4592350.5878725415 5821854.020599197, 4592352.919088573 5821835.153105757)",280
148519,26822450,2777911434,4592356.016861131,5821881.549439782,"LINESTRING (4592350.5878725415 5821854.020599197, 4592361.445849722 5821909.078280368)",490
14852,26765668,777364607,4592628.5960315205,5819394.572147908,"LINESTRING (4592651.91338335 5819387.176251484, 4592605.27867969 5819401.96804433)",2580
148520,2777911434,26822450,4592356.016861131,5821881.549439782,"LINESTRING (4592361.445849722 5821909.078280368, 4592350.5878725415 5821854.020599197)",430
148540,3044820133,614481894,4596247.594723007,5822458.312996477,"LINESTRING (4596253.379874025 5822454.636435817, 4596241.809571988 5822461.989557137)",11080
148541,1827996417,21487210,4595508.064812853,5821750.554970272,"LINESTRING (4595556.282322484 5821791.393880571, 4595459.847303222 5821709.716059973)",5450
148544,1827996414,768074068,4595617.378282899,5821821.031942302,"LINESTRING (4595514.152440435 5821731.733720128, 4595720.604125364 5821910.330164475)",7820
148553,564685459,564685462,4590574.116150739,5824291.78236083,"LINESTRING (4590577.886258934 5824293.043072764, 4590570.346042544 5824290.521648897)",10
148554,564685462,564685459,4590574.116150739,5824291.78236083,"LINESTRING (4590570.346042544 5824290.521648897, 4590577.886258934 5824293.043072764)",30
148555,564685452,564685451,4590600.5431027645,5824210.776693656,"LINESTRING (4590596.432101066 5824209.41504598, 4590604.654104463 5824212.138341332)",20
148556,564685451,564685452,4590600.5431027645,5824210.776693656,"LINESTRING (4590604.654104463 5824212.138341332, 4590596.432101066 5824209.41504598)",30
148557,564685491,564685492,4590536.4594518095,5824396.63986795,"LINESTRING (4590539.783305407 5824398.35979962, 4590533.1355982125 5824394.919936281)",50
148558,564685492,564685491,4590536.4594518095,5824396.63986795,"LINESTRING (4590533.1355982125 5824394.919936281, 4590539.783305407 5824398.35979962)",30
148559,419660528,172955485,4590587.051101466,5824250.097275253,"LINESTRING (4590591.449456062 5824251.697974148, 4590582.652746869 5824248.496576358)",10
148560,172955485,419660528,4590587.051101466,5824250.097275253,"LINESTRING (4590582.652746869 5824248.496576358, 4590591.449456062 5824251.697974148)",10
148582,1660778959,26704108,4591170.912759008,5819983.601033546,"LINESTRING (4591173.278170254 5820003.9698287705, 4591168.547347763 5819963.2322383225)",10920
148584,3425125836,26704073,4591204.792865851,5819948.473255631,"LINESTRING (4591230.08640099 5819938.630869857, 4591179.499330712 5819958.315641405)",5830
14862,1929624603,1807917065,4590339.21992202,5822017.94754636,"LINESTRING (4590329.215973389 5822024.580779985, 4590349.223870651 5822011.314312736)",6860
148827,409493784,1895952567,4594000.551936666,5823554.503117538,"LINESTRING (4593978.815408226 5823523.553604116, 4594022.288465106 5823585.45263096)",140
148828,1895952567,409493784,4594000.551936666,5823554.503117538,"LINESTRING (4594022.288465106 5823585.45263096, 4593978.815408226 5823523.553604116)",140
148868,27411255,21487185,4595582.753877217,5822080.868655308,"LINESTRING (4595551.63558022 5822085.1539850375, 4595613.872174213 5822076.583325579)",90
148869,21487185,27411255,4595582.753877217,5822080.868655308,"LINESTRING (4595613.872174213 5822076.583325579, 4595551.63558022 5822085.1539850375)",60
148960,26746053,161921875,4593336.90559761,5819926.648056522,"LINESTRING (4593362.981997924 5819892.877648421, 4593310.829197296 5819960.418464623)",14170
148962,2938442114,21432801,4596170.101493092,5821788.197708679,"LINESTRING (4596166.9921477 5821782.810445038, 4596173.2108384855 5821793.58497232)",2180
148966,2938442114,262467617,4596192.127604698,5821750.856294356,"LINESTRING (4596166.9921477 5821782.810445038, 4596217.263061696 5821718.902143674)",8940
148970,735967920,735967926,4596154.62751002,5821809.126870891,"LINESTRING (4596157.860130865 5821814.6334200995, 4596151.394889174 5821803.620321682)",16950
14909,298942110,29189262,4593614.201897436,5826617.178434448,"LINESTRING (4593681.028132892 5826604.971266916, 4593547.375661979 5826629.385601981)",190
149095,29189245,302057277,4593592.514387626,5826209.471626726,"LINESTRING (4593597.582990627 5826196.634229864, 4593587.445784625 5826222.309023588)",300
14910,29189262,298942110,4593614.201897436,5826617.178434448,"LINESTRING (4593547.375661979 5826629.385601981, 4593681.028132892 5826604.971266916)",190
149189,26755251,1889488448,4591771.393159872,5824101.895744224,"LINESTRING (4591775.653514988 5824096.905429947, 4591767.132804757 5824106.886058501)",130
149274,538904003,26747923,4593712.619833127,5822219.142173462,"LINESTRING (4593691.448074577 5822389.754177376, 4593733.791591677 5822048.530169547)",690
149275,26747923,538904003,4593712.619833127,5822219.142173462,"LINESTRING (4593733.791591677 5822048.530169547, 4593691.448074577 5822389.754177376)",1100
149276,26747923,26747800,4593738.23779048,5822012.717703894,"LINESTRING (4593733.791591677 5822048.530169547, 4593742.683989283 5821976.90523824)",570
149277,26747800,26747923,4593738.23779048,5822012.717703894,"LINESTRING (4593742.683989283 5821976.90523824, 4593733.791591677 5822048.530169547)",860
149292,4294381017,2959830766,4593726.570843984,5822584.455954489,"LINESTRING (4593720.854908014 5822583.740001519, 4593732.286779955 5822585.171907459)",40
149293,2959830766,4294381017,4593726.570843984,5822584.455954489,"LINESTRING (4593732.286779955 5822585.171907459, 4593720.854908014 5822583.740001519)",80
149314,27412072,29192286,4594510.136998197,5822064.823728044,"LINESTRING (4594590.211219591 5822071.003716386, 4594430.062776802 5822058.6437397)",920
149315,29192286,27412072,4594510.136998197,5822064.823728044,"LINESTRING (4594430.062776802 5822058.6437397, 4594590.211219591 5822071.003716386)",610
149316,29192286,29192281,4594363.751862819,5822053.627159601,"LINESTRING (4594430.062776802 5822058.6437397, 4594297.4409488365 5822048.610579501)",1000
149317,29192281,29192286,4594363.751862819,5822053.627159601,"LINESTRING (4594297.4409488365 5822048.610579501, 4594430.062776802 5822058.6437397)",490
149411,3463838859,3463838852,4595705.753160322,5820849.967055252,"LINESTRING (4595698.14282588 5820858.011027123, 4595713.363494765 5820841.923083381)",1000
149412,3463838852,3463838859,4595705.753160322,5820849.967055252,"LINESTRING (4595713.363494765 5820841.923083381, 4595698.14282588 5820858.011027123)",1240
149416,541130319,27412113,4594561.256907621,5821910.552934658,"LINESTRING (4594561.362444638 5821915.113139454, 4594561.151370604 5821905.99272986)",950
149417,27412113,541130319,4594561.256907621,5821910.552934658,"LINESTRING (4594561.151370604 5821905.99272986, 4594561.362444638 5821915.113139454)",880
149430,162081843,5162951816,4593009.296798068,5820513.792346502,"LINESTRING (4592994.802918326 5820465.314987659, 4593023.79067781 5820562.269705345)",170
149431,5162951816,433728007,4593023.843881009,5820563.940353939,"LINESTRING (4593023.79067781 5820562.269705345, 4593023.897084209 5820565.611002535)",110
149438,3463843801,29194635,4595022.8852238655,5821653.825387364,"LINESTRING (4594969.712964847 5821616.490711548, 4595076.057482883 5821691.16006318)",340
149439,29194635,3463843801,4595022.8852238655,5821653.825387364,"LINESTRING (4595076.057482883 5821691.16006318, 4594969.712964847 5821616.490711548)",360
149485,1808809981,3933855809,4594303.957026794,5823108.712848874,"LINESTRING (4594319.154985018 5823090.917359855, 4594288.759068569 5823126.5083378935)",2330
149486,3933855809,1808809981,4594303.957026794,5823108.712848874,"LINESTRING (4594288.759068569 5823126.5083378935, 4594319.154985018 5823090.917359855)",1250
149489,1552566610,3463838835,4595539.603695938,5820717.834445539,"LINESTRING (4595530.967012939 5820718.083598024, 4595548.240378939 5820717.585293054)",290
149490,3463838835,1552566610,4595539.603695938,5820717.834445539,"LINESTRING (4595548.240378939 5820717.585293054, 4595530.967012939 5820718.083598024)",290
149491,3463838835,1211114211,4595608.503359381,5820740.226568813,"LINESTRING (4595548.240378939 5820717.585293054, 4595668.766339823 5820762.867844573)",500
149492,1211114211,3463838835,4595608.503359381,5820740.226568813,"LINESTRING (4595668.766339823 5820762.867844573, 4595548.240378939 5820717.585293054)",370
149497,3186325435,1552566610,4595497.4336491935,5820720.402577451,"LINESTRING (4595463.900285449 5820722.721556879, 4595530.967012939 5820718.083598024)",250
149538,3463838884,1472911017,4595236.869390894,5821520.875747189,"LINESTRING (4595269.177931711 5821540.943831153, 4595204.560850075 5821500.807663226)",7940
149539,160493838,160493831,4595039.918431303,5821416.167147554,"LINESTRING (4595014.8440184435 5821413.065277015, 4595064.992844163 5821419.269018095)",8740
149668,34694399,5136626124,4591811.664501028,5826015.611938831,"LINESTRING (4591837.192101117 5825994.257336081, 4591786.136900939 5826036.966541582)",70
149669,5136626124,34694399,4591811.664501028,5826015.611938831,"LINESTRING (4591786.136900939 5826036.966541582, 4591837.192101117 5825994.257336081)",70
149685,25663747,1141824924,4594620.96748743,5820621.004046425,"LINESTRING (4594598.894226003 5820614.372599558, 4594643.040748858 5820627.635493292)",15270
149704,1253669934,1253669938,4589123.132723157,5824841.289046424,"LINESTRING (4589123.487101518 5824848.101947074, 4589122.778344797 5824834.476145775)",0
149705,1253669938,1253669934,4589123.132723157,5824841.289046424,"LINESTRING (4589122.778344797 5824834.476145775, 4589123.487101518 5824848.101947074)",0
149734,26726575,26757001,4590960.869274023,5822889.049457869,"LINESTRING (4590980.515874239 5823039.613585467, 4590941.222673807 5822738.48533027)",270
149735,26757001,26726575,4590960.869274023,5822889.049457869,"LINESTRING (4590941.222673807 5822738.48533027, 4590980.515874239 5823039.613585467)",110
149751,26726602,26726601,4590954.722707296,5822530.639633147,"LINESTRING (4590914.956711402 5822535.87334104, 4590994.488703189 5822525.405925253)",60
149752,26726601,26726602,4590954.722707296,5822530.639633147,"LINESTRING (4590994.488703189 5822525.405925253, 4590914.956711402 5822535.87334104)",120
149753,26726601,26726600,4591017.755677963,5822522.342933033,"LINESTRING (4590994.488703189 5822525.405925253, 4591041.022652735 5822519.279940811)",220
149754,26726600,26726601,4591017.755677963,5822522.342933033,"LINESTRING (4591041.022652735 5822519.279940811, 4590994.488703189 5822525.405925253)",230
149755,26726600,26726599,4591088.014038121,5822515.945829211,"LINESTRING (4591041.022652735 5822519.279940811, 4591135.005423508 5822512.611717611)",110
149756,26726599,26726600,4591088.014038121,5822515.945829211,"LINESTRING (4591135.005423508 5822512.611717611, 4591041.022652735 5822519.279940811)",170
149791,311718989,262476527,4595207.154219946,5822765.658086363,"LINESTRING (4595216.647022168 5822758.367961072, 4595197.661417725 5822772.948211653)",2880
150182,25663498,25663395,4594190.316849941,5820566.69933551,"LINESTRING (4594082.948460622 5820553.534005727, 4594297.685239262 5820579.864665294)",15960
150183,25663395,25663498,4594190.316849941,5820566.69933551,"LINESTRING (4594297.685239262 5820579.864665294, 4594082.948460622 5820553.534005727)",16490
150345,27197219,27197233,4591227.424281051,5824747.689416216,"LINESTRING (4591296.89771455 5824825.090928858, 4591157.950847552 5824670.287903573)",310
150346,27197233,27197219,4591227.424281051,5824747.689416216,"LINESTRING (4591157.950847552 5824670.287903573, 4591296.89771455 5824825.090928858)",300
150347,27197219,16541595,4591365.4147882145,5824762.4945077645,"LINESTRING (4591296.89771455 5824825.090928858, 4591433.931861879 5824699.898086671)",160
150348,16541595,27197219,4591365.4147882145,5824762.4945077645,"LINESTRING (4591433.931861879 5824699.898086671, 4591296.89771455 5824825.090928858)",90
150368,2338868589,29276210,4597065.851488575,5820509.493686292,"LINESTRING (4597097.636662527 5820480.168708438, 4597034.066314624 5820538.8186641475)",130
150369,29276210,2338868589,4597065.851488575,5820509.493686292,"LINESTRING (4597034.066314624 5820538.8186641475, 4597097.636662527 5820480.168708438)",50
150380,388575369,388575368,4593036.645125182,5820054.659525709,"LINESTRING (4593020.845446564 5820050.068870546, 4593052.4448037995 5820059.250180873)",2780
15047,2991698217,196750016,4596348.5878946185,5822348.1561781,"LINESTRING (4596325.587964703 5822360.671887314, 4596371.587824534 5822335.640468885)",13440
150472,26765760,20246262,4593022.592248442,5820117.1546722725,"LINESTRING (4593031.686501147 5820115.55733117, 4593013.497995737 5820118.752013375)",8200
150770,1206735742,4409880969,4593885.763533227,5822802.281801021,"LINESTRING (4593856.339952113 5822791.266066154, 4593915.187114341 5822813.297535887)",9580
150772,303700375,4217061014,4592341.383362677,5824616.811646245,"LINESTRING (4592352.918053837 5824629.106208226, 4592329.848671516 5824604.517084264)",7160
150912,28255855,28253205,4592702.551010957,5825872.68206602,"LINESTRING (4592694.886540946 5825871.707676701, 4592710.215480969 5825873.656455337)",430
150913,28253205,28255855,4592702.551010957,5825872.68206602,"LINESTRING (4592710.215480969 5825873.656455337, 4592694.886540946 5825871.707676701)",4710
150959,303700376,26755580,4592416.572959725,5824678.988514343,"LINESTRING (4592361.673675337 5824620.722738554, 4592471.472244112 5824737.254290134)",5420
150998,3352479243,3352479242,4595786.242792262,5820739.214466477,"LINESTRING (4595781.717602129 5820746.97351845, 4595790.767982395 5820731.455414503)",550
150999,3352479242,3352479243,4595786.242792262,5820739.214466477,"LINESTRING (4595790.767982395 5820731.455414503, 4595781.717602129 5820746.97351845)",550
151043,29218322,29218323,4596707.717584677,5820177.137500757,"LINESTRING (4596740.3811925 5820255.338024169, 4596675.053976855 5820098.936977345)",1800
151044,29218323,29218322,4596707.717584677,5820177.137500757,"LINESTRING (4596675.053976855 5820098.936977345, 4596740.3811925 5820255.338024169)",1240
15105,33148396,33148400,4591051.888694553,5821193.000118607,"LINESTRING (4590990.885319204 5821119.962275669, 4591112.892069901 5821266.0379615445)",370
151150,29207848,29207849,4595284.1265982315,5820903.767583594,"LINESTRING (4595308.4448568635 5820866.405544477, 4595259.8083395995 5820941.129622711)",140
151151,29207849,29207848,4595284.1265982315,5820903.767583594,"LINESTRING (4595259.8083395995 5820941.129622711, 4595308.4448568635 5820866.405544477)",140
151152,31158023,1475313873,4595517.551295508,5820897.396139847,"LINESTRING (4595629.4844688205 5820931.461557018, 4595405.618122195 5820863.330722676)",90
15117,29215049,29218289,4596048.258720286,5819977.5774809625,"LINESTRING (4595961.173499516 5820022.472685956, 4596135.343941055 5819932.682275968)",120
15118,29218289,29215049,4596048.258720286,5819977.5774809625,"LINESTRING (4596135.343941055 5819932.682275968, 4595961.173499516 5820022.472685956)",140
151282,688232246,688232206,4593864.707028924,5822433.959042788,"LINESTRING (4593856.008050958 5822426.818859899, 4593873.40600689 5822441.099225675)",60
151283,688232206,688232246,4593864.707028924,5822433.959042788,"LINESTRING (4593873.40600689 5822441.099225675, 4593856.008050958 5822426.818859899)",60
151350,4389473678,29697481,4592716.661405907,5822590.530631263,"LINESTRING (4592664.045045496 5822567.4625653345, 4592769.277766318 5822613.598697192)",490
151351,29697481,4389473678,4592716.661405907,5822590.530631263,"LINESTRING (4592769.277766318 5822613.598697192, 4592664.045045496 5822567.4625653345)",490
151362,3867910429,2915579613,4595409.027387844,5821968.059510562,"LINESTRING (4595403.058137728 5821979.631002434, 4595414.996637961 5821956.48801869)",1310
151363,2915579613,3867910429,4595409.027387844,5821968.059510562,"LINESTRING (4595414.996637961 5821956.48801869, 4595403.058137728 5821979.631002434)",2590
15138,28254757,21441699,4592716.8521827515,5825771.460384249,"LINESTRING (4592723.562461114 5825772.138445887, 4592710.14190439 5825770.782322611)",13390
151395,5136628695,1722052853,4590971.538259526,5825983.087198385,"LINESTRING (4590943.613350247 5825963.896221616, 4590999.4631688045 5826002.278175154)",320
151396,1722052853,5136628695,4590971.538259526,5825983.087198385,"LINESTRING (4590999.4631688045 5826002.278175154, 4590943.613350247 5825963.896221616)",60
151408,28300270,28300261,4593516.771303294,5825726.154872103,"LINESTRING (4593538.506031047 5825723.603596625, 4593495.036575543 5825728.7061475795)",19490
151409,2192880644,28300986,4593925.4755902,5825649.738680661,"LINESTRING (4593876.770825053 5825655.009914446, 4593974.180355348 5825644.467446875)",17930
151410,4254135030,28300996,4594040.893953933,5825668.021890195,"LINESTRING (4594083.784571396 5825662.745875716, 4593998.003336471 5825673.297904674)",17250
151411,614597356,27200067,4594421.439269439,5825593.782847505,"LINESTRING (4594370.7077645995 5825599.945109717, 4594472.170774279 5825587.620585294)",15690
151416,303647827,303647832,4592827.699906161,5825126.882820869,"LINESTRING (4592831.951276515 5825122.739197049, 4592823.448535807 5825131.026444688)",40
151417,303647832,303647827,4592827.699906161,5825126.882820869,"LINESTRING (4592823.448535807 5825131.026444688, 4592831.951276515 5825122.739197049)",0
151422,303647835,303647840,4592874.439811652,5825184.075240746,"LINESTRING (4592878.436905618 5825179.565077127, 4592870.442717685 5825188.585404366)",30
151423,303647840,303647835,4592874.439811652,5825184.075240746,"LINESTRING (4592870.442717685 5825188.585404366, 4592878.436905618 5825179.565077127)",50
151424,3772131248,1889513211,4591432.8694029525,5823837.178934541,"LINESTRING (4591482.2490934385 5823897.405873476, 4591383.489712467 5823776.951995605)",10260
151456,51352439,51352440,4594668.45441795,5825586.063398382,"LINESTRING (4594692.013635032 5825586.424307674, 4594644.895200866 5825585.702489088)",17500
